"start","logRatio"
0,1.72128662599778
30000,1.28555740449256
60000,0.268790893529914
90000,-0.0982213815789555
120000,-0.274167244494613
150000,-0.667034231781197
180000,-0.409487894081356
210000,-0.585234206725488
240000,-1.1730279503639
270000,-1.46361637327085
300000,-0.683433064074504
330000,-1.44728002941241
360000,-3.79206246805998
390000,-2.87014203745964
420000,-1.31188600245432
450000,-1.63794966467919
480000,0.0309780878392042
510000,0.804743859375674
540000,-0.584792095377368
570000,-0.484019856897405
600000,-0.762013931353835
630000,-2.98478298652089
660000,-2.93030645243436
690000,-1.27728602960678
720000,-2.38075288523534
750000,-2.59146093562337
780000,-1.83325472345375
810000,-3.06270303148737
840000,-2.99217678196828
870000,-1.90407024863667
900000,-1.44716370673434
930000,-3.08330252300581
960000,-3.25241479481264
990000,-0.996738006877008
1020000,-0.940966005992205
1050000,-3.74176928911284
1080000,-3.51662327028402
1110000,-1.88373095297926
1140000,-1.28523971286469
1170000,-0.284472274426115
1200000,-1.42153802595483
1230000,-1.17978437964201
1260000,-4.15172845303079
1290000,-3.692356174433
1320000,-0.195243773057787
1350000,-0.820650998946927
1380000,-0.962895154517358
1410000,-0.728292099361787
1440000,-0.38671697863398
1470000,0.210366373125598
1500000,0.626433906973236
1530000,0.18228952306687
1560000,-0.860021265689744
1590000,-0.938961433148202
1620000,-0.701318787255465
1650000,-0.674435123124737
1680000,-0.260402987996588
1710000,-0.401682988717459
1740000,-0.256668159315077
1770000,-0.661006012494043
1800000,-1.8711517822212
1830000,-2.61202485887761
1860000,-2.49409112968096
1890000,-2.26978393401765
1920000,-2.42460304336923
1950000,-2.21147617249398
1980000,-1.80892165282024
2010000,-1.15159339874694
2040000,0.0888195144832107
2070000,-0.719805922485722
2100000,-1.32835124554858
2130000,-1.12393594980126
2160000,-0.687449584006216
2190000,-0.300758043105124
2220000,-0.921447475589452
2250000,-1.84695733180499
2280000,-1.42632966429016
2310000,-1.61426147195139
2340000,-3.06348758324956
2370000,-2.05827725588162
2400000,0.0585269841164062
2430000,0.918404769904103
2460000,-1.10459979454139
2490000,-1.91314690203668
2520000,-2.48174321000183
2550000,-2.02795827168621
2580000,-0.138784726718549
2610000,-1.11838562142378
2640000,-1.95729596813619
2670000,-1.38400946583484
2700000,-0.961781986568881
2730000,-1.15778544514001
2760000,-0.899552492971434
2790000,-0.639779988939278
2820000,-2.42002818016517
2850000,-3.72560931201896
2880000,-3.29578348949486
2910000,-2.28255721796215
2940000,0.284924478437943
2970000,1.45839669605379
3000000,-0.551099861695639
3030000,-1.27634464286706
3060000,-0.707308389468294
3090000,-1.03480700844303
3120000,-0.842108695595769
3150000,-0.727744302781081
3180000,-0.681697260376817
3210000,-0.422135658630117
3240000,-1.26465147549099
3270000,-1.25458671924251
3300000,-0.281015867362045
3330000,0.44587494344648
3360000,0.412048872825422
3390000,0.0306435013310818
3420000,-0.842814697957
3450000,-1.77319421075265
3480000,-0.526531842917843
3510000,0.546713664193976
3570000,0.463880719177738
3600000,0.260293393210909
3630000,-0.281239833656914
3660000,-0.890681505311156
3690000,-0.570258349327932
3720000,-0.786540610132081
3750000,-1.97881842763546
3780000,-2.67499912877998
3810000,-2.08586896501681
3840000,-2.0187393343617
3870000,-3.91418437606443
3900000,-3.1631285115257
3930000,-0.763010942654912
3960000,-0.954877143488303
3990000,-2.42068248753144
4020000,-2.21238677790876
4050000,-0.753231193975112
4080000,-0.485371425095296
4110000,-1.25335204051257
4140000,-0.913109973575431
4170000,-0.924469350861485
4200000,1.65827159440848
4230000,2.2484781447422
4260000,0.740983707360287
4290000,2.17858402217147
4320000,1.1520311324034
4350000,-0.0969112148466547
4380000,2.60509947109759
4410000,1.90990174672725
4440000,-1.09709863298635
4470000,-0.346937878456282
4500000,0.26128546741067
4530000,0.742346521710789
4560000,0.616817596859148
4590000,-0.235978960347439
4620000,0.618677978916472
4650000,4.99750353882043
4680000,5.18130087593722
4710000,1.27438766729704
4740000,0.621806822339673
4770000,1.29137479018832
4800000,1.10796477834238
4830000,0.268169747546678
4860000,0.6823062306141
4890000,2.0167940591405
4920000,2.07307446943412
4950000,1.00041918806004
4980000,1.42755075920857
5010000,2.16519179302649
5100000,0.573284743272294
5130000,-0.0323708321894696
5160000,0.0647734845931718
5190000,-0.124756361009537
5220000,0.918294285070373
5250000,0.86067118921507
5280000,-0.565443783334472
5310000,-1.14993993514103
5340000,-0.110800243880523
5370000,-0.451922222706832
5400000,-1.02434311290738
5430000,-0.078892376809614
5460000,0.0558974290079726
5490000,0.773791406124433
5520000,0.50767684897258
5550000,0.403243891240187
5580000,-0.68949930088838
5610000,-1.78979195604116
5640000,-0.786282282878598
5670000,-0.728801900140308
5700000,-0.836533280209223
5730000,0.644035041516844
5760000,-0.167569146793875
5790000,-3.4266751077306
5820000,-3.11395121737632
5850000,-2.72946403685316
5880000,-3.39373391345248
5910000,-3.35561265561562
5940000,-1.60895306736999
5970000,-0.851536252810501
6000000,0.417229638074964
6030000,1.45029668038623
6060000,-0.0980902294390339
6090000,0.892561065505294
6120000,0.735220878670459
6150000,0.880086634647084
6180000,2.2627178817617
6210000,0.0283480324243617
6240000,-1.62155144967403
6270000,0.100000731135282
6300000,-1.20879900227819
6330000,-2.40812534382439
6360000,1.05359712323583
6390000,1.27623809395106
6420000,-0.763636512585286
6450000,-0.556703788608546
6480000,-0.233211047945317
6510000,0.25323459635722
6540000,1.08510767646401
6570000,1.58280373905347
6600000,1.7386983611736
6630000,3.73134083551306
6660000,2.2413415311908
6690000,-0.6661696006357
6720000,-0.303951940022877
6750000,-0.104731988940064
6780000,1.88956405830956
6810000,1.12683580054176
6840000,0.00545468633363581
6870000,0.2280221009647
6900000,-0.785740901277172
6930000,0.311127060389028
6960000,1.04308057541774
6990000,-2.77642213163667
7020000,-4.81430394122828
7050000,-2.90955699902268
7080000,-2.75986621839476
7110000,-2.42659157049788
7140000,-2.59424730971224
7170000,-3.53173290046744
7200000,-5.22582846934662
7230000,-5.39324484922632
7260000,-2.86800654484425
7290000,-1.28873734255374
7320000,-1.31121198098435
7350000,-2.18947684925259
7380000,-1.1311090341045
7410000,-0.796748647828696
7440000,0.283458533870554
7470000,1.19783602770966
7500000,0.809099825448633
7530000,1.07882873671112
7560000,0.0727980002752769
7590000,-2.03851240238792
7620000,-1.37935822123018
7650000,0.283888516700869
7680000,0.447738288112351
7710000,1.24971084931533
7740000,1.62975619339054
7770000,0.719933064797338
7800000,-0.684928678151524
7830000,-0.456584323467288
7860000,3.33248555080371
7890000,2.69552453514123
7920000,-0.56632455290002
7950000,-0.30051605351231
7980000,0.448892378673314
8010000,1.15670339113475
8040000,0.435656511220812
8070000,0.352423149256322
8100000,-0.414434816841723
8130000,-1.45996503771663
8160000,-1.95096106382671
8190000,-3.84694274544677
8220000,-5.46027309378804
8250000,-3.70825973138605
8280000,-1.79342793492647
8310000,-1.4516818203951
8340000,-1.42137513683607
8370000,-2.34637624183469
8400000,-2.44332406191677
8430000,-1.97759925620087
8460000,-2.57055107375202
8490000,-2.65422934694981
8520000,-2.82464704714922
8550000,-3.4426139560688
8580000,-3.92885973671125
8610000,-3.22723090690343
8640000,-1.91709478126625
8670000,-1.48489210063322
8700000,-1.1306204536863
8730000,-4.28586526493048
8760000,-4.72894732558508
8790000,-2.00203829910082
8820000,-2.9124107965613
8850000,-0.0746345426916051
8880000,-0.224289651381344
8910000,-2.21747263569003
8940000,-1.59738276822428
8970000,-3.40776092529405
9000000,-2.13979273282742
9030000,-1.70461195564237
9060000,-2.35979026212554
9090000,-0.584896255980388
9120000,0.374349860204553
9150000,1.98504097997755
9180000,1.91715908339572
9210000,0.132355827981747
9240000,-0.124490011767423
9270000,-0.0599600864075611
9300000,-0.00285048777917736
9330000,-0.500703249699187
9360000,-0.742133952869775
9390000,-0.581241181599253
9420000,-0.807884230522173
9450000,-0.895624166483298
9480000,-0.940021613265241
9510000,-0.378865239727083
9540000,0.379086110862347
9570000,0.18302479528299
9600000,0.430302914767757
9630000,0.962797462585698
9660000,0.990038901095702
9690000,0.846130709979354
9720000,0.683736720700344
9750000,0.368937373573248
9780000,0.273168142152451
9810000,0.617704333382374
9840000,0.592642100616195
9870000,-0.0928878108490074
9900000,-0.418865613245602
9930000,-0.243064604138774
9960000,0.523783150681628
9990000,0.213163814726218
10020000,-0.961779161428671
10050000,-0.772261807800596
10080000,-0.600530421143915
10110000,-0.903655121079035
10140000,-0.633020272984603
10170000,-0.0647909212400564
10200000,0.283703945835204
10230000,0.593427946084055
10260000,0.454166195841918
10290000,-0.0365990921655482
10320000,-0.508138058227208
10350000,-0.54354954202719
10380000,-0.39133590988475
10410000,-0.21525497722722
10440000,-0.173073628754178
10470000,-0.50533413166496
10500000,-0.378644275785411
10530000,-0.240984553866743
10560000,-0.268779585093136
10590000,-0.213159011679424
10620000,-0.403369794041478
10650000,-0.722320914895011
10680000,-0.883220378796106
10710000,-0.0200571273517771
10740000,0.456163142879353
10770000,0.387866459297544
10800000,0.905281784525192
10830000,0.999974960878616
10860000,0.625201437164892
10890000,0.755598888050573
10920000,0.619507480863886
10950000,-0.177509671451249
10980000,-0.322898730758531
11010000,-1.13848442597231
11040000,-2.11358614226125
11070000,-1.71477619920092
11100000,-1.24387790361626
11130000,-0.327190886399227
11160000,0.140771449206078
11190000,-0.410804344777207
11220000,-0.172709095900517
11250000,-0.111415797663922
11280000,-0.12200016521487
11310000,-0.503995993198572
11340000,-0.876560191892208
11370000,-0.346063122350615
11400000,2.63572577892491
11430000,2.57500395071737
11460000,-0.274138566221958
11490000,-0.313561075751802
11520000,-0.238628419562814
11550000,0.0315302058335523
11580000,0.301617847813603
11610000,0.367723334237867
11640000,0.241093902750846
11670000,-0.437498890126689
11700000,-0.625572578881198
11730000,-0.63380870576914
11760000,-0.891295772842347
11790000,-1.00481670066762
11820000,-0.788796485591695
11850000,-1.28202461269453
11880000,-1.94389795491771
11910000,-1.40194725761826
11940000,-0.765739771445237
11970000,-0.10479130234427
12000000,0.0587815961162356
12030000,-0.411624916526634
12060000,-0.468251317752541
12090000,-1.68003449656419
12120000,-2.29501238221903
12150000,-1.47157080132886
12180000,-1.51141868126481
12210000,-0.130599438207149
12240000,-1.10369527291912
12270000,-4.03837658361791
12300000,-2.90417934621076
12330000,-1.36211523222564
12360000,-0.69043347864745
12390000,0.15508446292994
12420000,0.0136090064685821
12450000,-0.577190177606266
12480000,-0.485669527644888
12510000,0.100398300059207
12540000,-1.51905613820218
12570000,-3.08889006068281
12600000,-1.99621364459691
12630000,0.909081059996741
12660000,1.89834968101739
12690000,1.13046330023076
12720000,0.805483089023405
12750000,-0.239934315523722
12780000,-0.391834636978193
12810000,1.5307694910127
12840000,2.22766584331109
12870000,1.60276462222875
12900000,2.88627209426629
12930000,1.40738555635884
12960000,-1.45250564286941
12990000,-0.638093749681506
13020000,0.0978033266669735
13050000,0.839661968568284
13080000,3.03290157186095
13110000,2.60542415344259
13140000,1.80214515535184
13170000,0.922655760310323
13200000,-0.0301460012649556
13230000,0.547329947961779
13260000,1.56864912170213
13290000,1.62800907580593
13320000,0.981256433867942
13350000,0.32277738800725
13380000,-0.18155513006362
13410000,0.4935416880276
13440000,0.742232865837806
13470000,0.434914944351616
13500000,-0.0575946164584698
13530000,1.07186595268734
13560000,0.593939108033689
13590000,-0.598681758710077
13620000,0.156014327784609
13650000,0.609963983569236
13680000,0.99334762786136
13710000,1.43638144245059
13740000,0.986151129295081
13770000,-0.574688499335703
13800000,-0.818336885897643
13830000,0.0821066884610254
13860000,0.432101596164711
13890000,1.08381690040121
13920000,0.343722500479923
13950000,-0.123150601355356
13980000,0.590337212735509
14010000,-0.489349960955322
14040000,-0.5745990782637
14070000,1.11675920070016
14100000,1.10975745271678
14130000,0.64374248261202
14160000,0.919013622633338
14190000,0.921481987509226
14220000,1.56777510370544
14250000,0.403282551033175
14280000,-0.782346474730658
14310000,-0.731446263371504
14340000,-0.415964488863363
14370000,-0.156173534539257
14400000,-0.0735481005941519
14430000,0.293778736219471
14460000,-1.59267747775039
14490000,-3.85866874644308
14520000,-2.17154753028194
14550000,-0.727576856144337
14580000,-1.25563883466717
14610000,0.273180648951344
14640000,-0.0272294779639877
14670000,-1.30841741727383
14700000,0.641140135008675
14730000,1.93818395516463
14760000,0.191219368574666
14790000,-0.708708528806323
14820000,-0.616216652241225
14850000,2.42550125375435
14880000,2.80592361426788
14910000,-1.88030327645607
14940000,-4.32955259694337
14970000,-3.96360082189399
15000000,-1.90405939539546
15030000,-1.456822071562
15060000,-0.746344388270445
15090000,1.55921675580092
15120000,1.04168332332629
15150000,1.85809748064218
15180000,1.76578489780924
15210000,-0.367458995068139
15240000,0.0395803668639935
15270000,0.718664678071794
15300000,0.807070494508136
15330000,-1.16769065265593
15360000,-2.09511298001459
15390000,-2.04557847161413
15420000,-1.60288858464912
15450000,-2.81960020469232
15480000,-2.39976644215697
15510000,2.36451547809135
15540000,1.83615283683784
15570000,-0.739039501804714
15600000,-0.571182941632659
15630000,2.62643506914909
15660000,2.58680286057341
15690000,-0.647838684822967
15720000,-0.563093116618465
15750000,-1.68871496399708
15780000,-2.271990098988
15810000,-1.21138396691643
15840000,-0.573260786752051
15870000,-0.532995422188308
15900000,-1.12394199977075
15930000,-0.860707643222619
15960000,0.709629526016842
15990000,1.49991399390704
16020000,1.18356959862644
16050000,0.792147403839064
16080000,0.913058619388518
16110000,1.07508454617431
16140000,0.418445044147747
16170000,-0.36000110756432
16200000,-1.24383829971199
16230000,-1.56112778556439
16260000,-2.3512159233807
16320000,-2.60060021924785
16350000,-1.41696516028892
16380000,-1.31744907852542
16410000,-2.12458542025874
16440000,-3.70691576881605
16470000,-3.77465830440363
16500000,-2.33757429300487
16530000,-0.786390634650584
16560000,0.177277874220215
16590000,0.230851642730468
16620000,1.44169491466747
16650000,2.07843433940751
16680000,0.565146415785353
16710000,-0.843191606581439
16740000,0.153458144696056
16770000,0.356447011032389
16800000,-0.62997979066359
16830000,2.63281842472424
16860000,3.91598110785369
16890000,0.954062113727389
16920000,-0.711408814959337
16950000,-2.28744340889173
16980000,-1.89762170483702
17010000,-1.6447822677922
17040000,-0.771043413780549
17070000,0.299411595302644
17100000,-0.782713418837949
17130000,-1.13374301774213
17160000,-0.85920536132156
17190000,-0.874566373397419
17220000,0.830192165435863
17250000,1.21744666704251
17280000,0.208159928743681
17310000,0.629243266268224
17340000,0.57845374851008
17370000,0.147747357496557
17400000,-0.384689418934235
17430000,1.69368580628235
17460000,1.94008929807756
17490000,0.0210097310371832
17520000,-0.15489861506914
17550000,-0.645519403392803
17580000,0.373088706158156
17610000,0.315780008726764
17640000,-1.38235587993881
17670000,-0.290692072680027
17700000,0.602240225951291
17730000,1.14284204474579
17760000,-0.595096564494875
17790000,-2.34824429950506
17820000,-2.82892531939225
17850000,-0.19015132642093
17880000,1.79238317241626
17910000,-0.651354381742649
17940000,-1.81117394059232
17970000,-0.477389489945995
18000000,0.509634501032225
18030000,2.31695656350249
18060000,3.68896230133437
18090000,1.21646641030817
18120000,1.23634785835479
18150000,1.8598543749427
18180000,1.46941174353159
18210000,2.68378128555604
18240000,2.99291127252692
18270000,0.586456440367582
18300000,-0.421171704189468
18330000,0.20310949770321
18360000,0.675541274610285
18390000,1.27223440495495
18420000,0.636270564038513
18450000,-0.271286549413291
18480000,0.377719610573116
18510000,2.62642655794994
18540000,2.51180742369104
18570000,-0.333240208180403
18600000,-0.143594466821477
18630000,0.429465505905141
18660000,-0.172416827314434
18690000,0.579795612457772
18720000,0.883314002118967
18750000,0.26773737387245
18780000,0.425801720991485
18810000,2.61478405302779
18840000,1.6900826731797
18870000,-0.0208903071384803
18900000,0.211667573931147
18930000,0.71546727546665
18960000,0.899552476748665
18990000,0.18856668819741
19020000,1.06967592791023
19050000,1.07064329465452
19080000,-0.187146342672386
19110000,-1.3873899330223
19140000,0.0518427544653693
19170000,0.996552605238147
19200000,-0.618177050427789
19230000,0.663785017942658
19260000,0.579829578678283
19290000,-0.720343762374915
19320000,-1.16425755135739
19350000,-1.55654689688645
19380000,0.385823919988591
19410000,0.0850357535953664
19440000,-0.114784159217945
19470000,0.744348683778974
19500000,-1.62214924992791
19530000,-1.48286239490782
19560000,-0.225977284672469
19590000,-0.555777092048302
19620000,1.39009740317567
19650000,1.51120300416936
19680000,0.573711261086876
19710000,2.45968556419368
19740000,1.88617339398533
19770000,-1.05521681170089
19800000,-3.75797380858644
19830000,-3.91503829908815
19860000,-2.84400775673314
19890000,-3.77162813755079
19920000,-2.8442046467245
19950000,-2.29001340777451
19980000,-1.4166808310027
20010000,-1.26425760410494
20040000,-3.15889706825445
20070000,-4.01684188969879
20100000,-2.33345929137914
20130000,-0.997283782521778
20160000,-1.66489300065321
20190000,-0.746527352416175
20220000,-0.0431598822381015
20250000,-0.0781801085315272
20280000,-0.634511504833847
20310000,-0.62335062658587
20340000,-0.994353211389639
20370000,-1.96399127543858
20400000,-1.36386827325916
20430000,0.0467303261770238
20460000,0.448731799547693
20490000,0.553101281724826
20520000,0.728842994638826
20550000,0.346016117732372
20580000,0.0718895133805895
20610000,0.0801121692851983
20640000,0.122791499513072
20670000,-0.030662985694287
20700000,-0.865595179258753
20730000,-1.62188554555132
20760000,-1.4336936000473
20790000,-2.52109621310077
20820000,-3.91416907395676
20850000,-3.71210693192493
20880000,-1.83675430342367
20910000,1.47072499285145
20940000,3.1390584782437
20970000,1.1649737349142
21000000,0.397556113198933
21030000,1.099008818925
21060000,-0.264315587002513
21090000,-2.40589851510742
21120000,-3.10755659713915
21150000,-1.79310911052366
21180000,-1.21293295234613
21210000,-2.22135660938832
21240000,-2.29623732829288
21270000,-0.624859630459375
21300000,2.36910197881083
21330000,1.88181214086806
21360000,-1.04731362036159
21390000,-1.22197448555945
21420000,-0.0389784704037849
